postcode,suburb
5133,Inglewood (SA)
5134,Montacute
5136,Norton Summit
5137,Ashton
5138,Basket Range
5139,Forest Range
5140,Greenhill (SA)
5141,Horsnell Gully
5141,Summertown
5142,Uraidla
5144,Carey Gully
5151,Piccadilly (SA)
5152,Cleland
5152,Crafers
5152,Crafers West
5152,Stirling (SA)
5153,Bradbury (SA)
5153,Chapel Hill (SA)
5153,Echunga
5153,Flaxley
5153,Heathfield
5153,Ironbank
5153,Jupiter Creek
5153,Longwood (SA)
5153,Macclesfield (SA)
5153,Mylor
5153,Scott Creek
5154,Aldgate
5155,Bridgewater (SA)
5155,Mount George (SA)
5156,Upper Sturt
5157,Ashbourne (SA)
5157,Cherry Gardens
5157,Clarendon (SA)
5157,Coromandel East
5157,Kangarilla
5158,Hallett Cove
5158,O'Halloran Hill
5158,Sheidow Park
5158,Trott Park
5159,Aberfoyle Park
5159,Chandlers Hill
5159,Flagstaff Hill
5159,Happy Valley (SA)
5160,Lonsdale
5161,Old Reynella
5161,Reynella
5161,Reynella East
5162,Morphett Vale
5162,Onkaparinga Hills
5162,Woodcroft (SA)
5163,Hackham
5163,Hackham West
5163,Huntfield Heights
5163,Onkaparinga Hills
5164,Christie Downs
5165,Christies Beach
5166,O'Sullivan Beach
5167,Port Noarlunga
5167,Port Noarlunga South
5168,Noarlunga Centre
5168,Noarlunga Downs
5168,Old Noarlunga
5169,Moana
5169,Seaford (SA)
5169,Seaford Meadows
5169,Seaford Rise
5170,Maslin Beach
5171,Blewitt Springs
5171,McLaren Flat
5171,McLaren Vale
5171,Tatachilla
5172,Kuitpo
5172,Whites Valley
5172,Willunga
5172,Willunga Hill
5172,Willunga South
5173,Aldinga
5173,Aldinga Beach
5173,Port Willunga
5174,Sellicks Beach
5174,Sellicks Hill
5201,Meadows
5201,Paris Creek
5201,Prospect Hill
5202,Myponga
5203,Yankalilla
5204,Cape Jervis
5204,Carrickalinga
5204,Normanville (SA)
5204,Wirrina Cove
5210,Mount Compass
5211,Encounter Bay
5211,Hayborough
5211,Hindmarsh Valley
5211,Inman Valley
5211,Lower Inman Valley
5211,McCracken
5211,Victor Harbor
5211,Waitpinga
5212,Port Elliot
5213,Middleton (SA)
5214,Currency Creek
5214,Goolwa
5214,Goolwa Beach
5214,Goolwa North
5214,Goolwa South
5214,Hindmarsh Island
5220,Parndana
5221,American River
5222,Island Beach
5222,Penneshaw
5223,Brownlow Ki
5223,Kingscote
5223,Menzies (SA)
5223,Nepean Bay
5223,Vivonne Bay
5231,Kersbrook
5232,Cudlee Creek
5233,Forreston
5233,Gumeracha
5234,Birdwood (SA)
5235,Eden Valley
5235,Mount Pleasant (SA)
5235,Springton
5236,Tungkillo
5237,Palmer (SA)
5238,Mannum
5238,Nildottie
5238,Port Mannum
5238,Walker Flat
5238,Younghusband
5240,Lenswood
5241,Lobethal
5242,Balhannah
5243,Oakbank
5244,Charleston
5244,Harrogate
5244,Mount Torrens
5244,Woodside (SA)
5245,Hahndorf
5245,Paechtown
5245,Verdun
5250,Blakiston
5250,Littlehampton
5251,Bugle Ranges
5251,Mount Barker (SA)
5251,Mount Barker Springs
5251,Wistow
5252,Brukunga
5252,Dawesley
5252,Kanmantoo
5252,Nairne
5253,Burdett
5253,Murray Bridge
5253,Murray Bridge East
5253,Northern Heights
5253,Riverglades
5253,Sunnyside (SA)
5253,Swanport
5253,Woods Point (SA)
5254,Callington
5254,Caloote
5254,Monarto
5254,Monarto South
5254,Mypolonga
5255,Finniss
5255,Highland Valley
5255,Langhorne Creek
5255,Strathalbyn (SA)
5255,Tooperang
5255,Willyaroo
5255,Woodchester
5256,Clayton Bay
5256,Milang
5259,Narrung (SA)
5259,Wellington (SA)
5259,Wellington East
5260,Tailem Bend
5261,Yumali
5262,Wild Dog Valley (SA)
5263,Coonawarra (SA)
5264,Meningie
5265,Coonalpyn
5266,Tintinara
5267,Keith
5267,Sherwood (SA)
5267,Willalooka
5268,Bordertown
5268,Western Flat
5269,Wolseley
5270,Mundulla
5270,Padthaway
5271,Joanna
5271,Lochaber
5271,Naracoorte
5271,Padthaway
5272,Lucindale
5275,Cape Jaffa
5275,Keilira
5275,Kingston SE
5275,Pinks Beach
5276,Nora Creina
5276,Robe
5277,Nangwarry
5277,Penola
5277,Tarpeena
5278,Kalangadoo
5279,Mount Burr
5280,Beachport
5280,Hatherleigh
5280,Millicent
5280,Rocky Camp
5280,Southend
5280,Tantanoola
5280,Wattle Range
5290,Mount Gambier
5291,Allendale East
5291,Carpenter Rocks
5291,Compton
5291,Donovans
5291,Glenburnie
5291,Glencoe (SA)
5291,Kongorong
5291,Mil-Lel
5291,Mingbool
5291,Moorak
5291,Mount Schank
5291,Nene Valley
5291,Ob Flat
5291,Port Macdonnell
5291,Suttontown
5291,Wandilo
5291,Worrolong
5291,Yahl
5301,Parrakie
5301,Peake
5302,Lameroo
5302,Ngarkat
5303,Parilla
5304,Pinnaroo
5307,Karoonda
5308,Wanbi
5309,Marama
5311,Bugle Hut
5311,Paruna
5311,Taldra
5311,Taplan
5311,Woodleigh (SA)
5320,Morgan
5321,Cadell
5322,Golden Heights
5322,Sunlands
5330,Taylorville
5330,Waikerie
5331,Kingston On Murray
5332,Moorook South
5333,Loxton
5333,Loxton North
5333,New Residence
5333,Wunkar
5340,Murtho
5340,Paringa
5341,Chaffey
5341,Cooltong
5341,Old Calperum
5341,Renmark
5341,Renmark North
5341,Renmark South
5341,Renmark West
5342,Monash (SA)
5343,Berri
5343,Katarapko
5343,Loveday
5343,Lyrup
5343,Winkie
5344,Glossop
5345,Barmera
5345,Loveday
5346,Cobdogla
5350,Sandy Creek (SA)
5351,Altona (SA)
5351,Cockatoo Valley
5351,Lyndoch
5351,Mount Crawford
5351,Williamstown (SA)
5352,Bethany
5352,Tanunda
5353,Angaston
5353,Cambrai
5353,Flaxman Valley
5353,Keyneton
5353,Moculta
5353,Penrice
5354,Marks Landing
5354,Punyelroo
5355,Ebenezer (SA)
5355,Light Pass
5355,Marananga
5355,Nuriootpa
5355,Stockwell
5356,Truro
5357,Blanchetown
5357,Paisley
5360,Greenock
5360,Moppa
5371,Roseworthy
5371,Shea-Oak Log
5372,Freeling
5373,Kapunda
5374,Eudunda
5374,Hampden (SA)
5381,Robertstown
5400,Wasleys
5401,Alma (SA)
5401,Hamley Bridge
5410,Stockport
5411,Tarlee
5412,Riverton (SA)
5413,Marrabel
5413,Saddleworth
5413,Waterloo (SA)
5414,Manoora (SA)
5415,Mintaro
5416,Farrell Flat
5417,Booborowie
5417,Burra (SA)
5419,Hallett
5421,Terowie
5422,Mannanarie
5422,Peterborough (SA)
5422,Yongala
5431,Orroroo
5431,Pekina
5433,Hawker (SA)
5433,Quorn
5434,Hawker (SA)
5440,Yunta
5451,Auburn (SA)
5452,Watervale
5453,Armagh
5453,Clare (SA)
5453,Hilltown
5453,Sevenhill
5453,Stanley Flat
5454,Spalding (SA)
5460,Owen
5461,Balaklava
5461,Halbury
5461,Whitwarta
5462,Blyth
5464,Blyth
5464,Brinkworth
5470,Yacka
5472,Georgetown (SA)
5473,Gladstone (SA)
5480,Laura (SA)
5481,Wirrabara
5482,Booleroo Centre
5483,Melrose (SA)
5485,Wilmington
5490,Caltowie
5491,Jamestown
5495,Germein Bay
5495,Port Flinders
5495,Port Germein
5501,Dublin
5501,Lewiston
5501,Lower Light
5501,Parham
5501,Thompson Beach
5501,Two Wells
5501,Windsor (SA)
5502,Korunye
5502,Mallala
5502,Redbanks
5510,Lochiel (SA)
5520,Snowtown
5521,Redhill
5522,Fisherman Bay
5522,Port Broughton
5523,Crystal Brook (SA)
5523,Wandearah East
5540,Coonamia
5540,Napperby
5540,Nelshaby
5540,Port Pirie
5540,Port Pirie South
5540,Port Pirie West
5540,Risdon Park
5540,Risdon Park South
5540,Solomontown
5540,Warnertown
5550,Bowmans
5550,Port Wakefield
5552,Paskeville
5554,Jerusalem
5554,Kadina
5554,New Town (SA)
5554,Wallaroo Mines
5554,Warburto
5555,Ninnes
5555,Tickera
5556,North Beach (SA)
5556,Wallaroo (SA)
5556,Wallaroo Plain
5558,Moonta
5558,Moonta Bay
5558,Moonta Mines
5558,North Moonta
5558,Port Hughes
5560,Bute
5570,Clinton (SA)
5570,Price
5571,Ardrossan
5571,Black Point
5571,James Well
5571,Tiddy Widdy Beach
5572,Arthurton
5573,Balgowan (SA)
5573,Maitland (SA)
5573,Point Pearce
5573,Port Victoria
5573,Wauraltee
5575,Corny Point
5575,Hardwicke Bay
5575,Marion Bay (SA)
5575,Minlaton
5575,Point Turton
5575,Wool Bay
5576,Port Moorowie
5576,Yorketown
5577,Inneston
5577,Warooka
5580,Curramulka
5581,Port Vincent
5582,Stansbury
5583,Coobowie
5583,Edithburgh
5600,False Bay
5600,Mullaquana
5600,Point Lowly
5600,Whyalla
5600,Whyalla Playford
5601,Iron Knob
5602,Cowell
5603,Arno Bay
5604,Port Neill
5605,Tumby Bay
5606,Port Lincoln
5607,Boston
5607,Coffin Bay
5607,Duck Ponds
5607,Hawson
5607,Lincoln National Park
5607,Lipson
5607,Louth Bay
5607,North Shields
5607,Tulka
5607,Ungarra
5607,Venus Bay (SA)
5607,Wangary
5607,Yeelanna
5608,Whyalla Norrie
5608,Whyalla Stuart
5609,Whyalla Jenkins
5630,Edillilie
5631,Cummins
5633,Lock
5640,Cleve
5641,Kelly
5641,Kimba
5642,Darke Peak
5642,Rudall
5650,Warramboo
5652,Wudinna
5654,Minnipa
5670,Elliston
5680,Perlubie
5680,Smoky Bay
5680,Streaky Bay
5690,Ceduna
5690,Denial Bay
5690,Koonibba
5690,Penong
5690,Thevenard
5690,Yalata
5700,Miranda (SA)
5700,Port Augusta
5700,Port Augusta West
5700,Port Paterson
5700,Wami Kata
5710,Commissariat Point
5710,Glendambo
5710,Stirling North
5720,Woomera
5722,Andamooka
5723,Coober Pedy
5725,Olympic Dam
5725,Roxby Downs
5731,Leigh Creek (SA)
5731,Marree
5732,Copley (SA)
5732,Nepabunna
5734,Oodnadatta
5950,Adelaide Airport
5960,Garden Island (SA)
6000,Perth (WA)
6003,Highgate (WA)
6003,Northbridge (WA)
6004,East Perth
6005,West Perth
6006,North Perth
6007,Leederville
6007,West Leederville
6008,Daglish
6008,Shenton Park
6008,Subiaco
6009,Crawley
6009,Dalkeith
6009,Nedlands
6010,Claremont (WA)
6010,Karrakatta
6010,Mount Claremont
6010,Swanbourne
6011,Cottesloe
6011,Peppermint Grove
6012,Mosman Park (WA)
6014,Floreat
6014,Jolimont
6014,Wembley
6015,City Beach
6016,Glendalough
6016,Mount Hawthorn
6017,Herdsman
6017,Osborne Park
6018,Churchlands
6018,Doubleview
6018,Gwelup
6018,Innaloo
6018,Karrinyup
6018,Woodlands (WA)
6019,Scarborough (WA)
6019,Wembley Downs
6020,Carine
6020,Marmion
6020,North Beach (WA)
6020,Sorrento (WA)
6020,Watermans Bay
6021,Balcatta
6021,Stirling (WA)
6022,Hamersley
6023,Duncraig
6024,Greenwood (WA)
6024,Warwick (WA)
6025,Craigie (WA)
6025,Hillarys
6025,Kallaroo
6025,Padbury
6026,Kingsley
6026,Woodvale (WA)
6027,Beldon
6027,Connolly
6027,Edgewater
6027,Heathridge
6027,Joondalup
6027,Mullaloo
6027,Ocean Reef
6028,Burns Beach
6028,Currambine
6028,Iluka (WA)
6028,Kinross
6029,Trigg
6030,Clarkson
6030,Merriwa (WA)
6030,Mindarie (WA)
6030,Quinns Rocks
6030,Ridgewood (WA)
6030,Tamala Park
6031,Banksia Grove
6031,Carramar (WA)
6031,Neerabup
6032,Nowergup
6033,Carabooda
6035,Yanchep
6036,Butler (WA)
6036,Jindalee (WA)
6037,Two Rocks
6041,Gabbadah
6041,Guilderton
6041,Woodridge (WA)
6042,Seabird
6043,Ledge Point
6044,Lancelin
6044,Nilgen
6044,Wedge Island
6050,Coolbinia
6050,Menora
6050,Mount Lawley
6051,Maylands (WA)
6052,Bedford
6052,Inglewood (WA)
6053,Bayswater (WA)
6054,Ashfield (WA)
6054,Bassendean (WA)
6054,Eden Hill
6054,Kiara
6054,Lockridge
6055,Caversham
6055,Guildford (WA)
6055,Hazelmere
6055,Henley Brook
6055,South Guildford
6055,West Swan
6056,Baskerville
6056,Bellevue (WA)
6056,Boya
6056,Greenmount (WA)
6056,Helena Valley
6056,Herne Hill (WA)
6056,Jane Brook
6056,Koongamia
6056,Middle Swan
6056,Midland
6056,Midvale
6056,Millendon
6056,Red Hill (WA)
6056,Stratton
6056,Swan View
6056,Viveash
6056,Woodbridge (WA)
6057,High Wycombe
6057,Maida Vale
6058,Forrestfield
6059,Dianella
6060,Joondanna
6060,Tuart Hill
6060,Yokine
6061,Balga
6061,Mirrabooka (WA)
6061,Nollamara
6061,Westminster
6062,Embleton
6062,Morley
6062,Noranda
6063,Beechboro
6064,Alexander Heights
6064,Girrawheen
6064,Koondoola
6064,Marangaroo
6065,Ashby (WA)
6065,Darch
6065,Hocking
6065,Landsdale
6065,Madeley
6065,Pearsall
6065,Sinagra
6065,Tapping
6065,Wangara
6065,Wanneroo
6066,Ballajura
6067,Cullacabardee
6068,Whiteman
6069,Aveley
6069,Belhus
6069,Brigadoon
6069,Ellenbrook
6069,The Vines
6069,Upper Swan
6070,Darlington (WA)
6071,Glen Forrest
6071,Hovea
6072,Mahogany Creek
6073,Mundaring
6073,Sawyers Valley
6074,Sawyers Valley
6076,Bickley
6076,Carmel
6076,Gooseberry Hill
6076,Kalamunda
6076,Lesmurdie
6076,Pickering Brook
6076,Piesse Brook
6076,Walliston
6077,Gnangara
6077,Jandabup
6078,Mariginiup
6079,Melaleuca
6081,Parkerville
6081,Stoneville
6082,Mount Helena
6083,Gidgegannup
6083,Morangup
6084,Avon Valley National Park
6084,Bullsbrook
6084,Chittering
6084,Lower Chittering
6084,Walyunga National Park
6090,Malaga
6100,Burswood
6100,Lathlain
6100,Victoria Park
6101,Carlisle
6101,East Victoria Park
6102,Bentley (WA)
6102,St James (WA)
6103,Rivervale
6104,Ascot (WA)
6104,Belmont (WA)
6104,Redcliffe (WA)
6105,Cloverdale
6105,Kewdale
6105,Perth Airport
6106,Welshpool (WA)
6107,Beckenham
6107,Cannington
6107,East Cannington
6107,Kenwick
6107,Queens Park (WA)
6107,Wattle Grove (WA)
6107,Wilson
6108,Thornlie
6109,Maddington
6109,Orange Grove (WA)
6110,Gosnells
6110,Huntingdale (WA)
6110,Martin
6110,Southern River
6111,Camillo
6111,Canning Mills
6111,Champion Lakes
6111,Karragullen
6111,Kelmscott
6111,Lesley
6111,Roleystone
6112,Armadale (WA)
6112,Bedfordale
6112,Brookdale (WA)
6112,Forrestdale
6112,Harrisdale
6112,Haynes
6112,Hilbert
6112,Mount Nasura
6112,Mount Richon
6112,Piara Waters
6112,Seville Grove
6112,Wungong
6121,Oakford
6121,Oldbury
6122,Byford
6122,Cardup
6122,Darling Downs
6122,Karrakup
6123,Mundijong
6124,Jarrahdale
6125,Hopeland (WA)
6125,Mardella
6125,Serpentine (WA)
6126,Keysbrook
6147,Langford
6147,Lynwood (WA)
6147,Parkwood (WA)
6148,Ferndale (WA)
6148,Riverton (WA)
6148,Rossmoyne
6148,Shelley (WA)
6149,Bull Creek (WA)
6149,Leeming
6150,Bateman
6150,Murdoch
6150,Winthrop
6151,Kensington (WA)
6151,South Perth
6152,Como (WA)
6152,Karawara
6152,Manning
6152,Salter Point
6152,Waterford (WA)
6153,Applecross
6153,Ardross
6153,Brentwood (WA)
6153,Mount Pleasant (WA)
6154,Alfred Cove
6154,Booragoon
6154,Myaree
6155,Canning Vale
6155,Willetton
6156,Attadale
6156,Melville (WA)
6156,Willagee
6157,Bicton
6157,Palmyra (WA)
6158,East Fremantle
6159,North Fremantle
6160,Fremantle
6161,Rottnest Island
6162,Beaconsfield (WA)
6162,South Fremantle
6162,White Gum Valley
6163,Bibra Lake
6163,Coolbellup
6163,Hamilton Hill
6163,Hilton (WA)
6163,Kardinya
6163,North Coogee
6163,North Lake
6163,O'Connor (WA)
6163,Samson
6163,Spearwood
6164,Atwell
6164,Aubin Grove
6164,Banjup
6164,Beeliar
6164,Cockburn Central
6164,Hammond Park
6164,Jandakot
6164,South Lake
6164,Success
6164,Yangebup
6165,Hope Valley (WA)
6165,Naval Base
6166,Coogee (WA)
6166,Henderson
6166,Munster
6166,Wattleup
6167,Anketell
6167,Bertram
6167,Calista
6167,Casuarina (WA)
6167,Kwinana Town Centre
6167,Mandogalup
6167,Medina
6167,Orelia
6167,Parmelia
6167,The Spectacles
6167,Wandi
6168,Cooloongup
6168,East Rockingham
6168,Garden Island (WA)
6168,Hillman
6168,Peron
6168,Rockingham (WA)
6169,Safety Bay
6169,Shoalwater (WA)
6169,Waikiki
6169,Warnbro
6170,Leda
6170,Wellard
6171,Baldivis
6172,Port Kennedy
6173,Secret Harbour
6174,Golden Bay
6175,Singleton (WA)
6176,Karnup
6180,Lakelands (WA)
6180,Parklands (WA)
6181,Stake Hill
6182,Keralup
6207,Nambeelup
6207,North Dandalup
6208,Meelon
6208,North Yunderup
6208,Pinjarra
6208,Ravenswood (WA)
6208,South Yunderup
6208,West Pinjarra
6209,Barragup
6209,Furnissdale
6210,Coodanup
6210,Dudley Park (WA)
6210,Erskine (WA)
6210,Falcon
6210,Greenfields
6210,Halls Head
6210,Madora Bay
6210,Mandurah
6210,Meadow Springs
6210,San Remo (WA)
6210,Silver Sands
6210,Wannanup
6211,Bouvard
6211,Dawesville
6211,Herron
6213,Dwellingup
6214,Coolup
6215,Hamel
6215,Lake Clifton
6215,Nanga Brook
6215,Preston Beach
6215,Waroona
6218,Yarloop
6220,Cookernup
6220,Harvey
6220,Myalup
6220,Uduc
6221,Wokalup
6224,Brunswick (WA)
6225,Allanson
6225,Cardiff (WA)
6225,Collie (WA)
6225,Preston Settlement
6225,Yourdamung Lake
6226,Roelands
6227,Burekup
6229,Picton East
6230,Bunbury (WA)
6230,Carey Park
6230,College Grove
6230,Dalyellup
6230,Davenport (WA)
6230,East Bunbury
6230,Gelorup
6230,Glen Iris (WA)
6230,Pelican Point (WA)
6230,South Bunbury
6230,Usher
6230,Vittoria (WA)
6230,Withers
6232,Eaton (WA)
6232,Millbridge
6233,Australind
6233,Binningup
6233,Leschenault
6236,Dardanup
6236,Dardanup West
6236,Ferguson (WA)
6236,Paradise (WA)
6237,Boyanup
6237,Elgin (WA)
6237,North Boyanup
6237,Stratham
6239,Argyle (WA)
6239,Brookhampton
6239,Donnybrook (WA)
6239,Upper Capel
6239,Yabberup
6240,Lowden
6244,Boyup Brook
6244,Dinninup
6244,Mayanup
6251,Mullalyup
6253,Balingup
6254,Greenbushes
6254,North Greenbushes
6255,Bridgetown
6255,Catterick
6255,Kangaroo Gully
6256,Yornup
6258,Deanmill
6258,Dingup
6258,Manjimup
6258,Middlesex (WA)
6258,Quinninup
6258,Yanmah
6260,Eastbrook
6260,Pemberton
6260,Yeagarup
6262,Meerup
6262,Northcliffe
6271,Capel
6271,Ludlow
6271,Peppermint Grove Beach
6275,Jalbarragup
6275,Nannup
6280,Abbey
6280,Acton Park (WA)
6280,Ambergate
6280,Bovell
6280,Broadwater (WA)
6280,Busselton
6280,Carbunup River
6280,Chapman Hill
6280,Geographe
6280,Marybrook
6280,Reinscourt
6280,Tutunup
6280,Vasse
6280,West Busselton
6280,Wilyabrup
6280,Yalyalup
6281,Dunsborough
6281,Eagle Bay
6281,Quedjinup
6281,Quindalup
6282,Yallingup
6282,Yallingup Siding
6284,Baudin
6284,Cowaramup
6284,Gracetown
6285,Gnarabup
6285,Margaret River (WA)
6285,Osmington
6285,Prevelly
6285,Rosa Glen
6286,Boranup
6286,Forest Grove (WA)
6286,Witchcliffe
6288,Karridale
6290,Augusta
6290,Leeuwin
6290,Molloy Island
6302,Gilgering
6302,Mount Hardey
6302,Wilberforce (WA)
6302,York
6304,Bally Bally
6304,Beverley (WA)
6304,Dale
6306,Brookton
6308,East Pingelly
6308,Pingelly
6308,Wandering
6309,Popanyinning
6311,Cuballing
6312,Dumberning
6312,Narrogin
6312,Narrogin Valley
6312,Toolibin
6313,Highbury (WA)
6315,Piesseville
6315,Wagin
6316,Woodanilling
6317,Katanning
6318,Broomehill Village
6320,Broomehill East
6320,Broomehill West
6320,Tambellup
6321,Cranbrook (WA)
6322,Tenterden (WA)
6323,Kendenup
6324,Mount Barker (WA)
6324,Porongurup
6326,Narrikup
6327,Redmond
6328,Manypeaks
6328,Wellstead
6330,Albany
6330,Bayonet Head
6330,Big Grove
6330,Centennial Park (WA)
6330,Collingwood Heights
6330,Collingwood Park (WA)
6330,Cuthbert
6330,Elleker
6330,Emu Point
6330,Gledhow
6330,Goode Beach
6330,Kalgan
6330,King River
6330,Kronkup
6330,Lange
6330,Little Grove
6330,Lockyer (WA)
6330,Lower King
6330,Marbelup
6330,McKail
6330,Middleton Beach
6330,Millbrook (WA)
6330,Milpara
6330,Mira Mar
6330,Mount Clarence
6330,Mount Melville
6330,Napier
6330,Orana
6330,Robinson
6330,Spencer Park
6330,Torbay
6330,Torndirrup
6330,Walmsley
6330,Warrenup
6330,Willyung
6330,Yakamia
6330,Youngs Siding
6333,Denmark
6333,Hay (WA)
6333,Kordabup
6333,Mount Lindesay (WA)
6333,Mount Romance
6333,Ocean Beach
6333,Peaceful Bay
6333,Scotsdale
6333,Shadforth (WA)
6333,Trent
6335,Gnowangerup
6335,Pallinup
6336,Ongerup
6337,Jerramungup
6338,Amelup
6338,Bremer Bay
6338,Stirling Range National Park
6341,Nyabing
6343,Pingrup
6346,Fitzgerald River National Park
6346,Jerdacuttup
6346,Ravensthorpe
6348,Hopetoun (WA)
6350,Dumbleyung
6352,Kukerin
6353,Kuender
6353,Lake Grace
6355,Lake King
6355,Newdegate
6355,Pingaring
6358,Karlgarin
6359,Hyden
6365,Kulin
6365,Kulin West
6367,Kondinin
6368,South Kumminin
6369,Mount Walker (WA)
6369,Narembeen
6370,Wickepin
6370,Yealering
6373,Bullaring
6375,Corrigin
6383,Dangin
6383,Quairading
6386,Shackleton
6390,Boddington
6390,Marradong
6390,Ranford
6391,Williams
6392,Darkan
6393,Arthur River (WA)
6394,Changerup
6394,Muradup
6395,Kojonup
6395,Lumeah (WA)
6396,Frankland River
6397,Rocky Gully (WA)
6398,Walpole
6401,Irishtown (WA)
6401,Mokine
6401,Muluckine
6401,Northam
6401,Southern Brook
6403,Grass Valley
6405,Meckering
6407,Cunderdin
6409,South Tammin
6409,Tammin
6410,Kellerberrin
6413,Hines Hill
6415,Merredin
6418,Bruce Rock
6421,Burracoppin
6423,Westonia
6425,Moorine Rock
6426,Marvel Loch
6426,South Yilgarn
6426,Southern Cross (WA)
6429,Coolgardie (WA)
6429,Mount Burges
6430,Broadwood
6430,Hannans
6430,Kalgoorlie
6430,Karlkurla
6430,Lamington (WA)
6430,Mullingar
6430,Piccadilly (WA)
6430,Somerville (WA)
6430,South Kalgoorlie
6430,West Lamington
6430,Williamstown (WA)
6431,Plumridge Lakes
6431,Warburton (WA)
6432,Boulder
6432,Fimiston
6432,South Boulder
6432,Victory Heights (WA)
6434,Cundeelee
6434,Parkeston
6436,Menzies (WA)
6437,Leinster
6438,Leonora
6440,Cosmo Newbery
6440,Laverton (WA)
6442,Kambalda East
6442,Kambalda West
6443,Eucla
6443,Norseman
6445,Salmon Gums
6447,Grass Patch
6448,Gibson
6450,Bandy Creek
6450,Castletown
6450,Chadwick
6450,Condingup
6450,Coomalbidgup
6450,Esperance
6450,Monjingup
6450,Myrup
6450,Neridup
6450,Nulsen
6450,Pink Lake
6450,Sinclair
6450,West Beach (WA)
6450,Windabout
6460,Goomalling
6460,Konnongorring
6461,Dowerin
6462,Manmanning
6468,Kalannie
6472,Beacon
6475,Koorda
6475,Newcarlbeon
6477,Bencubbin
6479,Mukinbudin
6484,Bullfinch
6485,Wyalkatchem
6488,Trayning
6490,Nungarin
6501,Muchea
6502,Bindoon
6503,Gingin
6503,Ginginup
6503,Muckenburra
6503,Neergabby
6503,Wanerie
6505,Wannamal
6507,Dandaragan
6509,New Norcia
6510,Bindi Bindi
6510,Moora (WA)
6511,Cervantes
6513,Watheroo
6514,Green Head
6514,Leeman
6515,Coorow
6515,Warradarge
6516,Jurien Bay
6517,Carnamah
6518,Eneabba
6519,Arrowsmith East
6519,Three Springs
6521,Badgingarra
6522,Mingenew
6522,Yandanooka
6525,Bonniefield
6525,Dongara
6525,Port Denison
6525,Springfield (WA)
6528,Walkaway
6530,Beachlands
6530,Beresford
6530,Bluff Point
6530,Geraldton
6530,Houtman Abrolhos
6530,Mahomets Flats
6530,Moresby (WA)
6530,Mount Tarcoola
6530,Rangeway
6530,Spalding (WA)
6530,Strathalbyn (WA)
6530,Sunset Beach
6530,Tarcoola Beach
6530,Utakarra
6530,Waggrakine
6530,Wandina
6530,Webberton
6530,West End (WA)
6530,Wonthella
6530,Woorree
6532,Ajana
6532,Cape Burney
6532,Carrarang
6532,Deepdale
6532,Drummond Cove
6532,Glenfield (WA)
6532,Greenough
6532,Howatharra
6532,Minnenooka
6532,Moonyoonooka
6532,Nabawa
6532,Rudds Gully
6532,White Peak
6535,Bowes
6535,Horrocks
6535,Northampton
6535,Yallabatharra
6536,Kalbarri
6537,Denham
6556,Chidlow
6556,The Lakes
6558,Wooroloo
6560,Wundowie
6562,Bakers Hill
6564,Clackline
6566,Bejoording
6566,Coondle
6566,Dumbarton
6566,Toodyay
6566,West Toodyay
6567,Julimar
6568,Bolgart
6569,Calingiri
6575,Miling
6603,Wongan Hills
6606,Cadoux
6608,Pithara
6609,Dalwallinu
6612,Buntine
6620,Perenjori
6623,Bunjil
6623,Canna
6623,Morawa
6628,Tardun
6630,Mullewa
6635,South Murchison
6635,Yalgoo
6638,Cooladar Hill
6638,Mount Magnet
6639,Sandstone
6640,Cue
6640,Lake Austin
6642,Meekatharra
6642,Peak Hill (WA)
6646,Wiluna
6701,Brockman
6701,Brown Range
6701,Carnarvon
6701,Coral Bay
6701,East Carnarvon
6701,Greys Plain
6701,Kingsford (WA)
6701,Macleod (WA)
6701,Morgantown
6701,North Plantations
6701,South Carnarvon
6701,South Plantations
6705,Gascoyne Junction
6705,Gascoyne River
6707,Exmouth
6707,North West Cape
6710,Nanutarra
6710,Onslow
6713,Dampier
6714,Baynton (WA)
6714,Bulgarra
6714,Burrup
6714,Gap Ridge
6714,Karratha
6714,Karratha Industrial Estate
6714,Mardie
6714,Millars Well
6714,Mulataga
6714,Nickol
6714,Pegs Creek
6714,Stove Hill
6716,Pannawonica
6718,Roebourne
6720,Point Samson
6720,Roebourne
6720,Wickham (WA)
6721,Pardoo
6721,Port Hedland
6721,Wedgefield
6722,Boodarie
6722,South Hedland
6725,Bilingurr
6725,Broome
6725,Dampier Peninsula
6725,Djugun
6725,Lagrange
6725,Minyirr
6725,Roebuck
6725,Waterbank
6726,Cable Beach
6728,Camballin
6728,Derby (WA)
6728,King Leopold Ranges
6728,St George Ranges
6728,Willare
6740,Kalumburu
6740,Oombulgurri
6740,Wyndham (WA)
6743,Durack (WA)
6743,Kununurra
6743,Warmun
6751,Tom Price
6753,Newman
6754,Paraburdoo
6758,Nullagine
6760,Marble Bar
6762,Telfer
6765,Fitzroy Crossing
6765,Mount Hardman
6770,Halls Creek (WA)
6770,Mueller Ranges
6770,Ord River
6770,Sturt Creek
6770,Tanami (WA)
6798,Christmas Island
6799,Directions Island
6799,Home Island
6799,West Keeling Island
6907,Crawley
7000,Hobart
7000,Mount Stuart (Tas.)
7000,North Hobart
7000,Queens Domain
7000,West Hobart
7004,Battery Point
7004,South Hobart
7005,Dynnyrne
7005,Sandy Bay
7007,Mount Nelson
7007,Tolmans Hill
7008,Lenah Valley
7008,New Town (Tas.)
7009,Derwent Park
7009,Glenorchy (Tas.)
